2025-11-05 20:06:58 | 세션 시작: session_027
2025-11-05 20:06:58 | 폴더 경로: experiments/20251105/20251105_200658_session_027
2025-11-05 20:06:58 | 설정 파일 저장: db_config.yaml
2025-11-05 20:06:58 | 설정 파일 저장: model_config.yaml
2025-11-05 20:06:58 | 설정 파일 저장: multi_request_patterns.yaml
2025-11-05 20:06:58 | ==========
2025-11-05 20:06:58 | ============================================================
2025-11-05 20:06:58 | 전체 데이터 파이프라인 실행
2025-11-05 20:06:58 | ============================================================
2025-11-05 20:06:58 | ============================================================
2025-11-05 20:06:58 | Phase 1: arXiv 논문 수집
2025-11-05 20:06:58 | ============================================================
2025-11-05 20:08:07 | ======================================================================
2025-11-05 20:08:07 | arXiv 논문 수집 시작
2025-11-05 20:08:07 | ======================================================================
2025-11-05 20:08:48 | ✅ Phase 3: PDF 문서 로드 및 청크 분할 완료
2025-11-05 20:08:48 | ============================================================
2025-11-05 20:08:48 | Phase 4: 임베딩 생성 및 Vector DB 저장
2025-11-05 20:08:48 | ============================================================
2025-11-05 20:13:29 | ============================================================
2025-11-05 20:13:29 | 임베딩 생성 및 Vector DB 저장
2025-11-05 20:13:29 | ============================================================
2025-11-05 20:13:29 | PDF 디렉토리: /home/ieyeppo/AI_Lab/langchain-project/data/raw/pdfs
2025-11-05 20:13:29 | 메타데이터: /home/ieyeppo/AI_Lab/langchain-project/data/raw/arxiv_papers_metadata.json
2025-11-05 20:13:29 | 매핑 파일: /home/ieyeppo/AI_Lab/langchain-project/data/processed/paper_id_mapping.json
2025-11-05 20:13:29 | 1단계: PDF 문서 로드 및 청크 분할 중...
2025-11-05 20:13:29 | ✅ 8901개 청크 생성 완료
2025-11-05 20:13:29 | ℹ️  9개 중복 청크 제거됨
2025-11-05 20:13:29 | ✅ 중복 제거 후: 8892개 청크
2025-11-05 20:13:29 | 2단계: paper_id 매핑 파일 로드 중...
2025-11-05 20:13:29 | ✅ 105개 매핑 로드 완료
2025-11-05 20:13:29 | 3단계: paper_id 메타데이터 추가 중...
2025-11-05 20:13:29 | ✅ 8892/8892개 문서에 paper_id 추가 완료
2025-11-05 20:13:29 | 4단계: 임베딩 생성 및 Vector DB 저장 중...
2025-11-05 20:13:29 | (시간이 소요될 수 있습니다. 배치 처리 중...)
2025-11-05 20:13:29 | 배치 1/178: 50개 문서 저장 완료 (총: 50)
2025-11-05 20:13:29 | 배치 2/178: 50개 문서 저장 완료 (총: 100)
2025-11-05 20:13:29 | 배치 3/178: 50개 문서 저장 완료 (총: 150)
2025-11-05 20:13:29 | 배치 4/178: 50개 문서 저장 완료 (총: 200)
2025-11-05 20:13:29 | 배치 5/178: 50개 문서 저장 완료 (총: 250)
2025-11-05 20:13:29 | 배치 6/178: 50개 문서 저장 완료 (총: 300)
2025-11-05 20:13:29 | 배치 7/178: 50개 문서 저장 완료 (총: 350)
2025-11-05 20:13:29 | 배치 8/178: 50개 문서 저장 완료 (총: 400)
2025-11-05 20:13:29 | 배치 9/178: 50개 문서 저장 완료 (총: 450)
2025-11-05 20:13:29 | 배치 10/178: 50개 문서 저장 완료 (총: 500)
2025-11-05 20:13:29 | 배치 11/178: 50개 문서 저장 완료 (총: 550)
2025-11-05 20:13:29 | 배치 12/178: 50개 문서 저장 완료 (총: 600)
2025-11-05 20:13:29 | 배치 13/178: 50개 문서 저장 완료 (총: 650)
2025-11-05 20:13:29 | 배치 14/178: 50개 문서 저장 완료 (총: 700)
2025-11-05 20:13:29 | 배치 15/178: 50개 문서 저장 완료 (총: 750)
2025-11-05 20:13:29 | 배치 16/178: 50개 문서 저장 완료 (총: 800)
2025-11-05 20:13:29 | 배치 17/178: 50개 문서 저장 완료 (총: 850)
2025-11-05 20:13:29 | 배치 18/178: 50개 문서 저장 완료 (총: 900)
2025-11-05 20:13:29 | 배치 19/178: 50개 문서 저장 완료 (총: 950)
2025-11-05 20:13:29 | 배치 20/178: 50개 문서 저장 완료 (총: 1000)
2025-11-05 20:13:29 | 배치 21/178: 50개 문서 저장 완료 (총: 1050)
2025-11-05 20:13:29 | 배치 22/178: 50개 문서 저장 완료 (총: 1100)
2025-11-05 20:13:29 | 배치 23/178: 50개 문서 저장 완료 (총: 1150)
2025-11-05 20:13:29 | 배치 24/178: 50개 문서 저장 완료 (총: 1200)
2025-11-05 20:13:29 | 배치 25/178: 50개 문서 저장 완료 (총: 1250)
2025-11-05 20:13:29 | 배치 26/178: 50개 문서 저장 완료 (총: 1300)
2025-11-05 20:13:29 | 배치 27/178: 50개 문서 저장 완료 (총: 1350)
2025-11-05 20:13:29 | 배치 28/178: 50개 문서 저장 완료 (총: 1400)
2025-11-05 20:13:29 | 배치 29/178: 50개 문서 저장 완료 (총: 1450)
2025-11-05 20:13:29 | 배치 30/178: 50개 문서 저장 완료 (총: 1500)
2025-11-05 20:13:29 | 배치 31/178: 50개 문서 저장 완료 (총: 1550)
2025-11-05 20:13:29 | 배치 32/178: 50개 문서 저장 완료 (총: 1600)
2025-11-05 20:13:29 | 배치 33/178: 50개 문서 저장 완료 (총: 1650)
2025-11-05 20:13:29 | 배치 34/178: 50개 문서 저장 완료 (총: 1700)
2025-11-05 20:13:29 | 배치 35/178: 50개 문서 저장 완료 (총: 1750)
2025-11-05 20:13:29 | 배치 36/178: 50개 문서 저장 완료 (총: 1800)
2025-11-05 20:13:29 | 배치 37/178: 50개 문서 저장 완료 (총: 1850)
2025-11-05 20:13:29 | 배치 38/178: 50개 문서 저장 완료 (총: 1900)
2025-11-05 20:13:29 | 배치 39/178: 50개 문서 저장 완료 (총: 1950)
2025-11-05 20:13:29 | 배치 40/178: 50개 문서 저장 완료 (총: 2000)
2025-11-05 20:13:29 | 배치 41/178: 50개 문서 저장 완료 (총: 2050)
2025-11-05 20:13:29 | 배치 42/178: 50개 문서 저장 완료 (총: 2100)
2025-11-05 20:13:29 | 배치 43/178: 50개 문서 저장 완료 (총: 2150)
2025-11-05 20:13:29 | ⚠️  배치 44 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 44 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 44 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 44 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | ⚠️  배치 45 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 45 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 45 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 45 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | 배치 46/178: 50개 문서 저장 완료 (총: 2200)
2025-11-05 20:13:29 | 배치 47/178: 50개 문서 저장 완료 (총: 2250)
2025-11-05 20:13:29 | 배치 48/178: 50개 문서 저장 완료 (총: 2300)
2025-11-05 20:13:29 | 배치 49/178: 50개 문서 저장 완료 (총: 2350)
2025-11-05 20:13:29 | 배치 50/178: 50개 문서 저장 완료 (총: 2400)
2025-11-05 20:13:29 | 배치 51/178: 50개 문서 저장 완료 (총: 2450)
2025-11-05 20:13:29 | 배치 52/178: 50개 문서 저장 완료 (총: 2500)
2025-11-05 20:13:29 | 배치 53/178: 50개 문서 저장 완료 (총: 2550)
2025-11-05 20:13:29 | 배치 54/178: 50개 문서 저장 완료 (총: 2600)
2025-11-05 20:13:29 | 배치 55/178: 50개 문서 저장 완료 (총: 2650)
2025-11-05 20:13:29 | 배치 56/178: 50개 문서 저장 완료 (총: 2700)
2025-11-05 20:13:29 | 배치 57/178: 50개 문서 저장 완료 (총: 2750)
2025-11-05 20:13:29 | 배치 58/178: 50개 문서 저장 완료 (총: 2800)
2025-11-05 20:13:29 | 배치 59/178: 50개 문서 저장 완료 (총: 2850)
2025-11-05 20:13:29 | 배치 60/178: 50개 문서 저장 완료 (총: 2900)
2025-11-05 20:13:29 | 배치 61/178: 50개 문서 저장 완료 (총: 2950)
2025-11-05 20:13:29 | 배치 62/178: 50개 문서 저장 완료 (총: 3000)
2025-11-05 20:13:29 | 배치 63/178: 50개 문서 저장 완료 (총: 3050)
2025-11-05 20:13:29 | 배치 64/178: 50개 문서 저장 완료 (총: 3100)
2025-11-05 20:13:29 | ⚠️  배치 65 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 65 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 65 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 65 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | ⚠️  배치 66 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 66 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 66 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 66 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | 배치 67/178: 50개 문서 저장 완료 (총: 3150)
2025-11-05 20:13:29 | 배치 68/178: 50개 문서 저장 완료 (총: 3200)
2025-11-05 20:13:29 | 배치 69/178: 50개 문서 저장 완료 (총: 3250)
2025-11-05 20:13:29 | 배치 70/178: 50개 문서 저장 완료 (총: 3300)
2025-11-05 20:13:29 | 배치 71/178: 50개 문서 저장 완료 (총: 3350)
2025-11-05 20:13:29 | 배치 72/178: 50개 문서 저장 완료 (총: 3400)
2025-11-05 20:13:29 | 배치 73/178: 50개 문서 저장 완료 (총: 3450)
2025-11-05 20:13:29 | 배치 74/178: 50개 문서 저장 완료 (총: 3500)
2025-11-05 20:13:29 | 배치 75/178: 50개 문서 저장 완료 (총: 3550)
2025-11-05 20:13:29 | 배치 76/178: 50개 문서 저장 완료 (총: 3600)
2025-11-05 20:13:29 | 배치 77/178: 50개 문서 저장 완료 (총: 3650)
2025-11-05 20:13:29 | 배치 78/178: 50개 문서 저장 완료 (총: 3700)
2025-11-05 20:13:29 | 배치 79/178: 50개 문서 저장 완료 (총: 3750)
2025-11-05 20:13:29 | 배치 80/178: 50개 문서 저장 완료 (총: 3800)
2025-11-05 20:13:29 | 배치 81/178: 50개 문서 저장 완료 (총: 3850)
2025-11-05 20:13:29 | 배치 82/178: 50개 문서 저장 완료 (총: 3900)
2025-11-05 20:13:29 | 배치 83/178: 50개 문서 저장 완료 (총: 3950)
2025-11-05 20:13:29 | 배치 84/178: 50개 문서 저장 완료 (총: 4000)
2025-11-05 20:13:29 | 배치 85/178: 50개 문서 저장 완료 (총: 4050)
2025-11-05 20:13:29 | 배치 86/178: 50개 문서 저장 완료 (총: 4100)
2025-11-05 20:13:29 | ⚠️  배치 87 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 87 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 87 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 87 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | 배치 88/178: 50개 문서 저장 완료 (총: 4150)
2025-11-05 20:13:29 | 배치 89/178: 50개 문서 저장 완료 (총: 4200)
2025-11-05 20:13:29 | 배치 90/178: 50개 문서 저장 완료 (총: 4250)
2025-11-05 20:13:29 | 배치 91/178: 50개 문서 저장 완료 (총: 4300)
2025-11-05 20:13:29 | ⚠️  배치 92 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 92 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 92 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 92 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | 배치 93/178: 50개 문서 저장 완료 (총: 4350)
2025-11-05 20:13:29 | 배치 94/178: 50개 문서 저장 완료 (총: 4400)
2025-11-05 20:13:29 | 배치 95/178: 50개 문서 저장 완료 (총: 4450)
2025-11-05 20:13:29 | 배치 96/178: 50개 문서 저장 완료 (총: 4500)
2025-11-05 20:13:29 | 배치 97/178: 50개 문서 저장 완료 (총: 4550)
2025-11-05 20:13:29 | 배치 98/178: 50개 문서 저장 완료 (총: 4600)
2025-11-05 20:13:29 | 배치 99/178: 50개 문서 저장 완료 (총: 4650)
2025-11-05 20:13:29 | 배치 100/178: 50개 문서 저장 완료 (총: 4700)
2025-11-05 20:13:29 | 배치 101/178: 50개 문서 저장 완료 (총: 4750)
2025-11-05 20:13:29 | 배치 102/178: 50개 문서 저장 완료 (총: 4800)
2025-11-05 20:13:29 | 배치 103/178: 50개 문서 저장 완료 (총: 4850)
2025-11-05 20:13:29 | 배치 104/178: 50개 문서 저장 완료 (총: 4900)
2025-11-05 20:13:29 | 배치 105/178: 50개 문서 저장 완료 (총: 4950)
2025-11-05 20:13:29 | 배치 106/178: 50개 문서 저장 완료 (총: 5000)
2025-11-05 20:13:29 | 배치 107/178: 50개 문서 저장 완료 (총: 5050)
2025-11-05 20:13:29 | 배치 108/178: 50개 문서 저장 완료 (총: 5100)
2025-11-05 20:13:29 | 배치 109/178: 50개 문서 저장 완료 (총: 5150)
2025-11-05 20:13:29 | 배치 110/178: 50개 문서 저장 완료 (총: 5200)
2025-11-05 20:13:29 | 배치 111/178: 50개 문서 저장 완료 (총: 5250)
2025-11-05 20:13:29 | 배치 112/178: 50개 문서 저장 완료 (총: 5300)
2025-11-05 20:13:29 | 배치 113/178: 50개 문서 저장 완료 (총: 5350)
2025-11-05 20:13:29 | 배치 114/178: 50개 문서 저장 완료 (총: 5400)
2025-11-05 20:13:29 | 배치 115/178: 50개 문서 저장 완료 (총: 5450)
2025-11-05 20:13:29 | 배치 116/178: 50개 문서 저장 완료 (총: 5500)
2025-11-05 20:13:29 | 배치 117/178: 50개 문서 저장 완료 (총: 5550)
2025-11-05 20:13:29 | 배치 118/178: 50개 문서 저장 완료 (총: 5600)
2025-11-05 20:13:29 | 배치 119/178: 50개 문서 저장 완료 (총: 5650)
2025-11-05 20:13:29 | 배치 120/178: 50개 문서 저장 완료 (총: 5700)
2025-11-05 20:13:29 | 배치 121/178: 50개 문서 저장 완료 (총: 5750)
2025-11-05 20:13:29 | 배치 122/178: 50개 문서 저장 완료 (총: 5800)
2025-11-05 20:13:29 | 배치 123/178: 50개 문서 저장 완료 (총: 5850)
2025-11-05 20:13:29 | 배치 124/178: 50개 문서 저장 완료 (총: 5900)
2025-11-05 20:13:29 | 배치 125/178: 50개 문서 저장 완료 (총: 5950)
2025-11-05 20:13:29 | 배치 126/178: 50개 문서 저장 완료 (총: 6000)
2025-11-05 20:13:29 | 배치 127/178: 50개 문서 저장 완료 (총: 6050)
2025-11-05 20:13:29 | 배치 128/178: 50개 문서 저장 완료 (총: 6100)
2025-11-05 20:13:29 | 배치 129/178: 50개 문서 저장 완료 (총: 6150)
2025-11-05 20:13:29 | 배치 130/178: 50개 문서 저장 완료 (총: 6200)
2025-11-05 20:13:29 | 배치 131/178: 50개 문서 저장 완료 (총: 6250)
2025-11-05 20:13:29 | 배치 132/178: 50개 문서 저장 완료 (총: 6300)
2025-11-05 20:13:29 | 배치 133/178: 50개 문서 저장 완료 (총: 6350)
2025-11-05 20:13:29 | 배치 134/178: 50개 문서 저장 완료 (총: 6400)
2025-11-05 20:13:29 | 배치 135/178: 50개 문서 저장 완료 (총: 6450)
2025-11-05 20:13:29 | 배치 136/178: 50개 문서 저장 완료 (총: 6500)
2025-11-05 20:13:29 | 배치 137/178: 50개 문서 저장 완료 (총: 6550)
2025-11-05 20:13:29 | 배치 138/178: 50개 문서 저장 완료 (총: 6600)
2025-11-05 20:13:29 | 배치 139/178: 50개 문서 저장 완료 (총: 6650)
2025-11-05 20:13:29 | 배치 140/178: 50개 문서 저장 완료 (총: 6700)
2025-11-05 20:13:29 | 배치 141/178: 50개 문서 저장 완료 (총: 6750)
2025-11-05 20:13:29 | 배치 142/178: 50개 문서 저장 완료 (총: 6800)
2025-11-05 20:13:29 | 배치 143/178: 50개 문서 저장 완료 (총: 6850)
2025-11-05 20:13:29 | 배치 144/178: 50개 문서 저장 완료 (총: 6900)
2025-11-05 20:13:29 | 배치 145/178: 50개 문서 저장 완료 (총: 6950)
2025-11-05 20:13:29 | 배치 146/178: 50개 문서 저장 완료 (총: 7000)
2025-11-05 20:13:29 | 배치 147/178: 50개 문서 저장 완료 (총: 7050)
2025-11-05 20:13:29 | 배치 148/178: 50개 문서 저장 완료 (총: 7100)
2025-11-05 20:13:29 | 배치 149/178: 50개 문서 저장 완료 (총: 7150)
2025-11-05 20:13:29 | 배치 150/178: 50개 문서 저장 완료 (총: 7200)
2025-11-05 20:13:29 | 배치 151/178: 50개 문서 저장 완료 (총: 7250)
2025-11-05 20:13:29 | 배치 152/178: 50개 문서 저장 완료 (총: 7300)
2025-11-05 20:13:29 | 배치 153/178: 50개 문서 저장 완료 (총: 7350)
2025-11-05 20:13:29 | 배치 154/178: 50개 문서 저장 완료 (총: 7400)
2025-11-05 20:13:29 | 배치 155/178: 50개 문서 저장 완료 (총: 7450)
2025-11-05 20:13:29 | 배치 156/178: 50개 문서 저장 완료 (총: 7500)
2025-11-05 20:13:29 | 배치 157/178: 50개 문서 저장 완료 (총: 7550)
2025-11-05 20:13:29 | 배치 158/178: 50개 문서 저장 완료 (총: 7600)
2025-11-05 20:13:29 | 배치 159/178: 50개 문서 저장 완료 (총: 7650)
2025-11-05 20:13:29 | 배치 160/178: 50개 문서 저장 완료 (총: 7700)
2025-11-05 20:13:29 | 배치 161/178: 50개 문서 저장 완료 (총: 7750)
2025-11-05 20:13:29 | 배치 162/178: 50개 문서 저장 완료 (총: 7800)
2025-11-05 20:13:29 | 배치 163/178: 50개 문서 저장 완료 (총: 7850)
2025-11-05 20:13:29 | 배치 164/178: 50개 문서 저장 완료 (총: 7900)
2025-11-05 20:13:29 | 배치 165/178: 50개 문서 저장 완료 (총: 7950)
2025-11-05 20:13:29 | 배치 166/178: 50개 문서 저장 완료 (총: 8000)
2025-11-05 20:13:29 | 배치 167/178: 50개 문서 저장 완료 (총: 8050)
2025-11-05 20:13:29 | 배치 168/178: 50개 문서 저장 완료 (총: 8100)
2025-11-05 20:13:29 | 배치 169/178: 50개 문서 저장 완료 (총: 8150)
2025-11-05 20:13:29 | 배치 170/178: 50개 문서 저장 완료 (총: 8200)
2025-11-05 20:13:29 | 배치 171/178: 50개 문서 저장 완료 (총: 8250)
2025-11-05 20:13:29 | 배치 172/178: 50개 문서 저장 완료 (총: 8300)
2025-11-05 20:13:29 | 배치 173/178: 50개 문서 저장 완료 (총: 8350)
2025-11-05 20:13:29 | 배치 174/178: 50개 문서 저장 완료 (총: 8400)
2025-11-05 20:13:29 | 배치 175/178: 50개 문서 저장 완료 (총: 8450)
2025-11-05 20:13:29 | ⚠️  배치 176 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 176 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 176 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 176 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | ⚠️  배치 177 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (1/3)
2025-11-05 20:13:29 | ⚠️  배치 177 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도 중... (2/3)
2025-11-05 20:13:29 | ⚠️  배치 177 오류 발생: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ❌ 배치 177 최대 재시도 횟수 초과, 실패 목록에 추가
2025-11-05 20:13:29 | 배치 178/178: 42개 문서 저장 완료 (총: 8492)
2025-11-05 20:13:29 | ⚠️  8개 배치 실패, 재시도 중...
2025-11-05 20:13:29 | 재시도: 배치 44...
2025-11-05 20:13:29 | ❌ 배치 44 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 45...
2025-11-05 20:13:29 | ❌ 배치 45 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 65...
2025-11-05 20:13:29 | ❌ 배치 65 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 66...
2025-11-05 20:13:29 | ❌ 배치 66 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 87...
2025-11-05 20:13:29 | ❌ 배치 87 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 92...
2025-11-05 20:13:29 | ❌ 배치 92 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 176...
2025-11-05 20:13:29 | ❌ 배치 176 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | 재시도: 배치 177...
2025-11-05 20:13:29 | ❌ 배치 177 재시도 실패: A string literal cannot contain NUL (0x00) characters.
2025-11-05 20:13:29 | ✅ 8492/8892개 문서가 Vector DB에 저장되었습니다. (성공률: 95.5%)
2025-11-05 20:13:29 | ⚠️  400개 문서가 저장되지 않았습니다.
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 58 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 6 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 8 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 10 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 12 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 14 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 26 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 28 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 30 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 32 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 34 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 36 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 38 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 43 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 45 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 47 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 49 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 51 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 72 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 74 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 95 0 (offset 0)
2025-11-05 20:13:29 | [STDERR] Ignoring wrong pointing object 100 0 (offset 0)
2025-11-05 20:13:29 | ✅ Phase 4: 임베딩 생성 및 Vector DB 저장 완료
2025-11-05 20:13:29 | ============================================================
2025-11-05 20:13:29 | ✅ 전체 파이프라인 실행 완료!
2025-11-05 20:13:29 | ============================================================
2025-11-05 20:13:29 | ==================================================
2025-11-05 20:13:29 | 실험 종료
2025-11-05 20:13:29 | ==================================================
2025-11-05 20:13:29 | 삭제할 빈 폴더 없음
